_id;country;utility name;utility code;utility ID;year;Type of connection;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
1;country;utility name;utility code;utility ID;year;Type of connection; Total number of connections (residential and non-residential) in the utility area;Total Number of residential connections in the utility area;Total electricity sold per year (MWh);Length of distribution network (km) ;Total number of employees ;Average wholesale price paid per MWh (local nominal currency);Average transmission charges per MWh purchased (local nominal currency);OPEX (operation expenditures) of the distribution services (local nominal currency);CAPEX (captial expenditures) of the distribution services (local nominal currency) ;TOTEX (total expenditures) of the distribution network (local nominal currency);Energy losses in distribution per year (due to technical losses and illegal connections) %;Energy losses in distribution per year due to technical losses %;Energy losses in distribution per year due to non-technical losses (illegal connections) %;Average duration of interruptions per subscriber (hours/year);Average frequency of interruptions per subscriber (# interruptions / year);Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households;Number of customer complaints per year;Average duration between customer complaint and the solution of the problem (hours);Average residential tariff (local nominal currency / MWh);Average industrial tariff (local nominal currency / MWh);Installation Cost (residential) local nominal currency;Installation Cost (Industrial) local nominal currency;Year of privatization;Residencial conexions per employee;Energy sold per employee
2;country;name;code;id_conce;year;typ_conc;n_con;n_rd_con;mwh_sold;length_net;n_wrks;whosale_price_p;transm_chrs_p;opex;capex;totex;d_losses;d_losses_t;d_losses_c;dur_interr;freq_interr;coverage;complains;dur_problem;avg_rd_tariff_p;avg_in_tariff_p;inst_rd_price_p;inst_in_price_p;d_priv;rd_cn_wkr;mwh_wkr
88;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1995;Elec - Distribution;4.725.691.667;4.290.733.333;145872.5;;;1.508.314.727;;;;;0.150243091;;;;;;;;9.365.519.643;2.041.146.637;;;0;;
89;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1996;Elec - Distribution;5.095.808.333;46316.75;165650.4;;;1.245.940.547;;;;;0.128795437;;;;;;;;8.191.730.851;1.813.074.802;;;0;;
90;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1997;Elec - Distribution;54309.25;4.949.958.333;187501.7;;;292.467.951;;;;;0.122290301;;;;;;;;3.237.277.242;263.885.826;;;0;;
91;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1998;Elec - Distribution;5.525.383.333;50688.25;181189.8;1461;238;3.337.148.614;;;;;0.147049104;;;;;;;;3.493.477.731;2.847.167.783;;;0;2.129.758.403;7.613.016.807
92;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;1999;Elec - Distribution;5.684.583.333;5.225.016.667;184.441.933;1987.2;;5.246.980.384;;34112500000;;;0.169769993;;;;;;;;5.525.397.678;4.903.414.834;1.418.695.601;;0;;
93;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2000;Elec - Distribution;57693;52671;189.257.783;3052.21;;4.392.856.362;4.354.869.769;2424200;4494520;6918720;0.221211324;0.065338446;0.155872877;;;;;;4.274.910.659;4.541.625.814;120.087.107;;0;;
94;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2001;Elec - Distribution;5.941.391.667;5.401.483.333;184.958.538;3096.54;;7.658.846.584;4.875.102.127;2424200;1403880;3828080;0.258265942;0.085516124;0.172749818;;;0.673528901;;;672.045.767;8.599.495.801;1.262.478.104;;0;;
95;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2002;Elec - Distribution;61789;56374;178432.7;2.150.589;297;9.468.965.247;6.644.566.003;3214488.6;6605457.8;9819946.4;0.263240769;0.113951546;0.149289211;6.760.542.284;2.442.456.963;0.697262079;;;9.562.340.962;1.063.008.567;2.418.262.754;;0;1.898.114.478;6.007.835.017
96;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2003;Elec - Distribution;64059;58238;186.406.959;2.209.014;270;1.017.647.481;1.072.196.709;3.687.028.307;6487503;10174531.31;0.293948214;0.090209561;0.090209561;1.037.229.048;7.206.261.497;0.732283802;;;1.096.503.186;9.854.852.131;2.542.575.756;;0;2.156.962.963;6.903.961.444
97;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2004;Elec - Distribution;75460;68898;191.018.053;3.080.157.493;333;9.852.415.817;9.883.707.057;4.422.217.519;3.540.093.106;7.962.310.625;0.32161978;0.081296854;0.240322926;107.370.116;6.804.344.327;0.870935779;;;1.133.164.463;8.538.032.049;2.031.401.505;;0;2.069.009.009;5.736.277.868
98;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2005;Elec - Distribution;8.062.066.667;7.373.683.333;210.351.622;3.167.854.839;313;9.366.700.573;6.954.792.762;5.617.860.872;2696685;8.314.545.872;0.310032546;0.084867182;0.225165364;7.606.873.404;6.581.239.706;0.89342196;;;1.131.991.373;8.259.696.191;2.125.233.304;;0;2.355.809.372;6.720.499.105
99;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2006;Elec - Distribution;84315;78876;236546;2908.34;298;98.5;8.698.247.891;6307775.48;5.568.042.105;11875817.59;0.2563;0.0721;0.1842;1.793.838.228;1.922.080.433;0.8501;;;1.129.921.135;8.203.088.347;26.17;;0;2.646.845.638;7.937.785.235
100;Ecuador;EMPRESA ELCTRICA SANTA ELENA S.A;STA. ELENA;201007;2007;Elec - Distribution;89018;80994;253419;2908.34;298;105.1;8.819.510.307;6876164.11;4708340.24;11584504.35;0.2123;0.0707;0.1416;1.435.030.465;1.927.976.044;1;1948;;1.103.435.687;823.679.307;24.86;;0;2.717.919.463;8.503.993.289
101;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1994;Elec - Distribution;;;;;;;;;;;0.196086016;;;;;;;;;;;;0;;
102;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1995;Elec - Distribution;5.200.308.333;4.292.058.333;112171.1;;;1.122.163.374;;;;;0.177331105;;;;;;;;5.271.042.707;1.910.976.566;;;0;;
103;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1996;Elec - Distribution;5.701.091.667;4.716.216.667;135616.1;;;1.155.267.848;;;;;0.157350117;;;;;;;;5.742.790.923;1.858.386.716;;;0;;
104;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1997;Elec - Distribution;61934;5.159.258.333;158489.9;;;2.909.545.908;;;;;0.135788572;;;;;;;;3.092.805.219;2.688.041.996;;;0;;
105;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1998;Elec - Distribution;6.563.158.333;5.539.708.333;174073;;;2.940.499.675;;;;;0.16822772;;;;;;;;3.583.000.942;2.221.784.949;;;0;;
106;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;1999;Elec - Distribution;7.016.808.333;5.960.058.333;1.712.070.003;3.760.846;;6.918.217.283;;34112500000;;;0.189378742;;;;;;;;788.403.034;6.247.938.867;1.406.678.521;;0;;
107;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2000;Elec - Distribution;75349;64219;166.553.661;3702.68;165;4.225.229.475;4.519.734.721;2424200;1253213;3677413;0.238255406;0.072409628;0.165845778;;;;;;4.066.732.343;4.544.280.803;7.782.976.965;;0;3.892.060.606;1.009.416.127
108;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2001;Elec - Distribution;8.225.258.333;70253;172.496.325;3.933.094.487;;7.223.951.148;4.937.095.428;2424200;3951000;6375200;0.248407734;0.076799987;0.171607747;;;0.645414855;;;6.379.883.162;8.718.998.254;1.262.478.104;;0;;
109;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2002;Elec - Distribution;87070;74311;1.900.916.312;4.024.215.687;228;9.998.023.546;7.001.958.423;1882363.8;3.864.321.667;5.746.685.467;0.192243735;0.075043571;0.117200163;2.239.159.976;1.492.147.523;0.670878649;;;9.376.864.829;1.050.542.972;1.818.970.683;;0;3.259.254.386;8.337.352.246
110;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2003;Elec - Distribution;92013;78541;204.547.835;4.024.215.687;235;100.356.914;9.959.347.141;2.991.298.881;5813636;8.804.934.881;0.206746657;0.0769;0.129846657;8.267.281.174;5.803.433.881;0.688805739;;;1.035.327.214;9.607.047.785;1.859.138.517;;0;3.342.170.213;8.704.163.191
111;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2004;Elec - Distribution;96817;82877;219.866.724;4.334.515.507;238;1.004.287.567;7.849.497.204;4.422.217.519;4.798.833.344;9.221.050.863;0.197718432;0.077;0.120718432;6.736.219.212;3.880.866.415;0.720408707;;;1.058.826.452;8.251.269.817;1.854.026.472;;0;3.482.226.891;9.238.097.647
112;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2005;Elec - Distribution;103244.5;8.886.466.667;231.137.875;4.529.279.115;245;9.611.707.701;8.801.269.949;6.445.376.967;4.763.313.824;11208690.79;0.189662176;0.1022;0.087462176;5.596.449.784;3.993.992.909;0.750715064;;;1.049.435.275;7.669.519.596;1.827.472.676;;0;3.627.129.252;943.419.898
113;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2006;Elec - Distribution;109984;97659;251023;4529.25;245;97.2;6.089.601.309;7616062.47;4.656.769.456;12272831.93;0.1798;0.1022;0.0776;ND;ND;0.8079;12104;;1.049.714.177;7.614.475.133;19.09;;0;3.986.081.633;1.024.583.673
114;Ecuador;EMPRESA ELECTRICA SANTO DOMINGO S.A.;STO. DOMINGO;201008;2007;Elec - Distribution;115731;102700;269649;4529.28;245;97.2;6.008.027.678;7294011.22;6.150.782.157;13444793.38;0.1736;0.1022;0.0714;4.586.105.603;2.908.069.052;0.9501;7451;;1.046.247.085;760.611.083;19.14;;0;4.191.836.735;1.100.608.163
115;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1994;Elec - Distribution;;;;;;;;;;;0.290732359;;;;;;;;;;;;0;;
116;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1995;Elec - Distribution;1.084.591.667;7972;23265.6;;;1.303.034.093;;;;;0.337956468;;;;;;;;5.791.430.834;2.347.449.123;;;0;;
117;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1996;Elec - Distribution;1.255.208.333;9.248.333.333;28307.7;;;188.321.764;;;;;0.331567862;;;;;;;;5.777.413.556;2.148.657.503;;;0;;
118;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1997;Elec - Distribution;1.427.616.667;1.071.783.333;34255.3;;;300219.82;;;;;0.272805433;;;;;;;;3.246.605.564;3.231.184.494;;;0;;
119;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1998;Elec - Distribution;1.574.166.667;1.189.708.333;41633.4;;;3.209.953.067;;;;;0.245397172;;;;;;;;3.701.091.686;3.267.040.012;;;0;;
120;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;1999;Elec - Distribution;1.766.333.333;1.344.141.667;38.900.824;1755;;38.900.824;;;;;0.280950719;;;;;;;;7.915.091.807;7.553.060.863;1.251.822.263;;0;;
121;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2000;Elec - Distribution;19161;14615;39.390.747;1793.26;;5.079.147.139;;;;;0.320029021;0.049604496;0.270424525;;;;;;4.937.974.301;6.753.291.871;8.701.329.086;;0;;
122;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2001;Elec - Distribution;2.102.683.333;1.613.133.333;38.995.186;1793.26;;8.345.809.429;;;;;0.325256244;0.159999723;0.165256521;;;0.310291118;;;7.158.287.354;1.231.396.557;1.289.805.847;;0;;
123;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2002;Elec - Distribution;22565;17274;4.603.855.173;93;192;1.188.021.634;;;;;0.358228642;0.140003903;0.218252619;4.903.838.051;4.602.869.329;0.318305373;;;1.228.388.531;1.416.576.491;2.019.905.364;;0;8.996.875;2.397.841.236
124;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2003;Elec - Distribution;25003;18951;5.343.182.403;725.49;216;1.297.257.321;;;;;0.375698373;0.15601094;0.219687433;;;0.340147976;;;1.356.158.927;1.467.115.941;2.310.201.537;;0;8.773.611.111;2.473.695.557
125;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2004;Elec - Distribution;28656;21967;6.501.188.545;329.370.563;223;1.107.467.871;;;;;0.358137758;0.1702;0.187937758;;;0.382866241;;;1.207.928.844;128.638.492;1.974.294.569;;0;9.850.672.646;2.915.331.186
126;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2005;Elec - Distribution;3.313.341.667;25885;7.766.195.224;1.497.351.524;228;9.495.292.055;;;;;0.380712226;0.1702;0.210512226;675.719.804;9.507.954.156;0.432000871;;;1.197.463.189;1.248.923.029;2.048.059.601;;0;1.135.307.018;3.406.225.975
127;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2006;Elec - Distribution;37747;31259;87921;1497.36;228;122.6;5.639.840.336;4385160;3445498;7830658;0.3485;0.1702;0.1783;1.526.627.219;5.021.294.689;0.6467;2590;;1.194.769.141;1.224.458.876;23.82;;0;1.371.008.772;3.856.184.211
128;Ecuador;EMPRESA ELECTRICA SUCUMBIOS  S.A.;SUCUMBOS;201009;2007;Elec - Distribution;42950;34173;88538;4024.1;248;115.8;5.630.687.104;5426693;;;0.4029;0.1702;0.2327;1.635.031.701;6.645.329.554;0.6263;1214;;1.196.125.566;1.219.618.009;21.57;;0;1.377.943.548;3.570.080.645
129;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1994;Elec - Distribution;87806;;116000;2888;2.682.105.263;;;;;;0.178602439;;;;;;;;;;;;0;;4.324.960.754
130;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1995;Elec - Distribution;7.511.841.667;6.521.858.333;94347.6;2973;278.98;1.145.011.426;;;;;0.138062432;;;;;;;;4.515.141.207;2.102.132.986;;;0;2.337.751.213;3.381.876.837
131;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1996;Elec - Distribution;78831.75;6.837.566.667;106281.5;3351;292.6;8.816.670.822;;;;;0.157045959;;;;;;;;4.703.283.712;2.139.401.889;;;0;2.336.830.713;3.632.313.739
132;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1997;Elec - Distribution;82209.25;7.172.241.667;116632.5;3468;342.86;3.019.372.216;;;;;0.151666772;;;;;;;;3.277.011.621;3.496.655.564;;;0;2.091.886.387;3.401.752.902
133;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1998;Elec - Distribution;8.649.366.667;7.554.483.333;128161.6;3590;337;3.368.280.905;;;;;0.136677543;;;;;;;;3.827.207.667;3.385.331.883;;;0;2.241.686.449;3.803.014.837
134;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;1999;Elec - Distribution;9.060.308.333;79109.5;120.207.431;4511.02;2.960.671.937;609.997.675;;18210145000;;;0.156778177;;;;;;;;6.691.054.358;6.239.190.809;6.744.275.022;;0;2.672.011.681;4.060.140.183
135;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2000;Elec - Distribution;96150;83973;122.308.869;5148.22;;4.407.534.796;;1871466;4001391;5872857;0.174375751;0.115;0.059375751;;;;;;4.392.150.522;4.925.851.486;4.672.218.721;;0;;
136;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2001;Elec - Distribution;1.029.401.667;8.995.358.333;131834.02;6120.07;;7.216.786.957;;1871466;11662988;13534454;0.150670025;0.110696567;0.039973458;;;0.617812382;;;7.038.777.552;836.884.001;7.702.031.083;;0;;
137;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2002;Elec - Distribution;107441;93862;137.928.676;6389.14;405;1.046.069.249;;2776604;16079721.07;18856325.07;0.152161133;0.124490249;0.027670884;0.323263125;0.089189429;0.634810012;;;1.071.304.738;1.056.958.044;1.118.985.846;;0;2.317.580.247;3.405.646.321
138;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2003;Elec - Distribution;111875;97567;148.637.731;6546.08;420;1.176.890.052;1.076.784.635;3.200.223.759;10385214.29;13585438.05;0.146713653;0.110939887;0.035773766;0.175743251;0.288737141;0.649004117;;;1.218.621.625;1.094.532.457;1.302.829.058;;0;232.302.381;3.538.993.595
139;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2004;Elec - Distribution;116116;100857;1.591.938.445;7337.48;491;117.854.303;1.087.505.697;5252174.14;7.662.278.295;12914452.44;0.144543205;0.129376642;0.015166563;4.689.369.682;5.122.926.623;0.664717703;;;1.228.095.708;1.099.921.983;1.319.374.044;;0;2.054.114.053;3.242.237.158
140;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2005;Elec - Distribution;1.212.588.333;1.049.319.167;1.682.446.314;775.945.616;385;1.146.274.292;1.035.300.962;5639743.9;10564166.29;16203910.19;0.138596184;0.110680234;0.02791595;1.850.239.139;4.185.006.376;0.68486901;;;1.205.801.255;1.071.231.667;132.359.636;;0;2.725.504.329;4.369.990.427
141;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2006;Elec - Distribution;127086;111859;178468;8467.46;472;144.7;9.727.411.783;6153153.11;11971293.69;18124446.8;0.1346;0.1039;0.0307;2.835.416.361;4.650.974.444;0.845;15;;1.523.719.906;1.605.756.132;18.14;;0;2.369.894.068;3.781.101.695
142;Ecuador;EMPRESA ELECTRICA REGIONAL SUR S.A.;SUR;201010;2007;Elec - Distribution;137228;118947;188788;9043.79;429;122.4;1.054.583.954;6083151.94;11331936.96;17415088.9;0.1274;0.1008;0.0266;5.432.113.258;8.039.678.829;0.9825;23;;1.211.939.003;1.071.837.452;15.11;;0;2.772.657.343;4.400.652.681
143;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1994;Elec - Distribution;103895;;171184;5879;2.932.240.803;;;;;;0.173731605;;;2.18;41.45;;;;;;;;0;;5.837.992.563
144;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1995;Elec - Distribution;1.081.608.333;91278.25;166015.1;;;1.246.136.466;;;;;0.132163638;;;;;;;;4.136.968.996;2.286.551.478;;;0;;
145;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1996;Elec - Distribution;111913;9.438.233.333;192683.8;;;1.145.592.624;;;;;0.134644007;;;;;;;;5.401.670.649;207.180.225;;;0;;
146;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1997;Elec - Distribution;1.163.914.167;9.845.641.667;208474;;;3.161.452.699;;;;;0.136850839;;;;;;;;3.443.695.164;207.180.225;;;0;;
147;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1998;Elec - Distribution;121011;102693.5;232053.1;;;3.374.541.301;;;;;0.122390228;;;;;;;;3.882.569.133;207.180.225;;;0;;
148;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;1999;Elec - Distribution;1.248.865.514;1.062.901.667;211.998.734;4.764.322;2.369.619.048;6.118.604.603;;26094186000;;;0.145107197;;;22.42;17.45;;;;6.776.182.178;6.051.942.187;8.655.431.773;;0;4.485.538.162;8.946.532.323
149;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2000;Elec - Distribution;131000;111706;234.545.694;769.436.474;;4.386.556.965;4.729.114.382;1455503;1379236;2834739;0.13857884;0.114821359;0.023757481;;;;;;4.008.945.299;5.176.064.917;6.544.834.908;;0;;
150;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2001;Elec - Distribution;136013.5;1.162.441.667;245.259.436;801.179.664;;7.706.387.982;5.104.110.484;1455503;1647964;3103467;0.139767099;0.114869627;0.024897472;;;0.686223644;;;6.648.056.914;9.410.605.056;1.158.012.728;;0;;
151;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2002;Elec - Distribution;140750;120528;242.913.027;807.534.684;290;1.024.671.626;7.308.143.187;2731648;6768397;9500045;0.147502268;0.114779243;0.032723025;1.366.281.599;2.422.436.424;0.696908969;;;1.013.208.479;1.077.557.367;1.473.693.447;;0;4.156.137.931;8.376.311.276
152;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2003;Elec - Distribution;146049;125105;245.909.286;826.781.584;302;1.062.048.458;9.050.789.913;4.739.576.938;4732165;9.471.741.938;0.133579957;0.10833692;0.025243037;1.71;3.756.185.743;0.702672993;;;1.140.709.042;1.110.911.545;1.571.282.157;;0;4.142.549.669;8.142.691.589
153;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2004;Elec - Distribution;156699;134018;2.768.779.629;826.781.584;317;1.052.746.171;7.541.185.481;5.213.534.632;8.067.553.336;13281087.97;0.144880621;0.103252905;0.041627716;2.504.967.596;3.461.127.153;0.753331389;;;1.178.782.356;1.025.298.608;1.559.415.058;;0;4.227.697.161;8.734.320.595
154;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2005;Elec - Distribution;1.667.279.167;1.420.405.833;3.082.518.721;851.627.424;311;1.046.659.653;8.172.509.612;5930993.9;9.660.964.106;15591958.01;0.143321427;0.09458464;0.048736787;1.252.899.568;2.170.012.751;0.761082641;;;1.151.885.387;99.934.208;1.677.928.539;;0;4.567.221.329;9.911.635.759
155;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2006;Elec - Distribution;172542;148891;322460;9449.5;303;1.086.502.628;8.709.235.213;6197974.6;10522406.62;16720381.22;0.142714285;0.096897417;0.045816868;4.198.850.619;3.259.509.266;0.891;;;1.152.394.829;9.853.991.446;17.07;;0;4.913.894.389;1.064.224.422
156;Ecuador;EMPRESA ELCTRICA AMBATO  S.A. ;AMBATO;201011;2007;Elec - Distribution;182463;154866;339176;9654.71;299;108.1;8.545.573.197;7525608.72;12170277;19695885.72;0.1226;0.0876;0.035;1.020.357.801;5.296.454.154;0.8004;;;1.148.686.728;9.602.559.389;17.7;;0;5.179.464.883;1.134.367.893
157;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1994;Elec - Distribution;17214;;31000;1049;71;;;;;;0.121560445;;;;;;;;;;;;0;;4.366.197.183
158;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1995;Elec - Distribution;1.805.966.667;1.625.583.333;30959.8;1321;1.021.176.471;1.224.417.793;;;;;0.109498457;;;;;;;;3.563.561.386;1.749.024.739;;;0;159.187.308;303.177.765
159;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1996;Elec - Distribution;1.928.458.333;1.742.183.333;34408;1495;119;1.152.775.517;;;;;0.092709347;;;;;;;;3.793.243.684;1.753.627.299;;;0;1.464.019.608;2.891.428.571
160;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1997;Elec - Distribution;2.025.458.333;1.831.141.667;37281.5;1567;8.715.789.474;2.956.243.445;;;;;0.083014812;;;;;;;;3.322.189.778;2.530.264.856;;;0;2.100.947.564;4.277.466.787
161;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1998;Elec - Distribution;20987.5;18929.25;36333.3;1887;89;338.391.393;;;;;0.0873713;;;;;;;;385.886.754;2.633.543.935;;;0;2.126.882.022;4.082.393.258
162;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;1999;Elec - Distribution;21435.5;19318.25;36.181.526;1.659.723;95.7;6.095.244.974;;8058526000;;;0.099483922;;;;;;;;6.593.996.565;4.902.812.895;8.573.599.266;;0;2.018.625.914;378.072.372
163;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2000;Elec - Distribution;22351;20214;20214;1.818.613;;4.544.540.399;4.870.917.257;889076;3124211.68;4013287.68;0.126581919;0.06179533;0.064786588;;;;;;4.235.709.283;4.416.359.055;6.241.425.345;;0;;
164;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2001;Elec - Distribution;2.322.066.667;2.106.591.667;53.089.332;16.758.371;;6.574.184.686;3.560.507.626;889076;308764.8;1197840.8;0.100165384;0.047339286;0.052826098;;;0.702688473;;;6.703.720.532;5.769.932.567;1.252.544.692;;0;;
165;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2002;Elec - Distribution;23882;21695;28.406.955;13.580.001;109;5.651.336.784;7.834.377.805;1426397;3588046;5014443;0.07019191;0.043384768;0.026807142;4.307.575.499;3.462.932.294;0.715091006;;;1.041.580.311;1.055.205.733;1.085.460.554;;0;1.990.366.972;2.606.142.661
166;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2003;Elec - Distribution;24563;22335;30.232.872;1.442.935;94;9.672.431.636;9.342.700.709;1.615.464.217;1161203;2.776.667.217;0.068437769;0.034189599;0.03424817;692.807.334;1.272.288.027;0.726238924;;;1.174.244.612;1.047.406.182;1.244.694.351;;0;237.606.383;3.216.262.979
167;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2004;Elec - Distribution;25219;22950;3.227.035.671;14.946.081;119;8.582.614.005;7.383.806.795;1.777.010.639;1.846.613.534;3.623.624.172;0.063986783;0.03557337;0.028413413;154.985.045;7.914.854.255;0.741401494;;;1.170.109.377;1.000.456.501;1.271.773.491;;0;1.928.571.429;2.711.794.681
168;Ecuador;EMPRESA ELCTRICA AZOGUES S.A.;AZOGUES;201012;2005;Elec - Distribution;2.588.433.333;2.352.116.667;3.400.132.716;15.329.066;122;824.030.387;6.723.027.398;1.767.813.842;8.794.927.492;2.647.306.591;0.055723616;0.037449363;0.018274252;1.077.744.978;5.642.679.754;0.750750656;;;1.155.672.975;9.697.335.435;1.293.268.918;;0;1.927.964.481;278.699.403
